Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type
Cyp4f41-ps	current symbol	MGI:1925125	Cyp4f41-ps	cytochrome P450, family 4, subfamily f, polypeptide 41 pseudogene	pseudogene
D030018L15Rik	current symbol	MGI:3028082	D030018L15Rik	RIKEN cDNA D030018L15 gene	lncRNA gene
D030024E09Rik	current symbol	MGI:3041198	D030024E09Rik	RIKEN cDNA D030024E09 gene	lncRNA gene
D030025E07Rik	current symbol	MGI:3028083	D030025E07Rik	RIKEN cDNA D030025E07 gene	lncRNA gene
D030025P21Rik	current symbol	MGI:3698049	D030025P21Rik	RIKEN cDNA D030025P21 gene	lncRNA gene
D030028A08Rik	current symbol	MGI:2441931	D030028A08Rik	RIKEN cDNA D030028A08 gene	lncRNA gene
D030045P18Rik	current symbol	MGI:2443891	D030045P18Rik	RIKEN cDNA D030045P18 gene	lncRNA gene
D030047H15Rik	current symbol	MGI:3698136	D030047H15Rik	RIKEN cDNA D030047H15 gene	lncRNA gene
D130009I18Rik	current symbol	MGI:2443663	D130009I18Rik	RIKEN cDNA D130009I18 gene	lncRNA gene
D130017N08Rik	current symbol	MGI:2443273	D130017N08Rik	RIKEN cDNA D130017N08 gene	lncRNA gene
D130020L05Rik	current symbol	MGI:2450270	D130020L05Rik	RIKEN cDNA D130020L05 gene	lncRNA gene
D16Ertd519e	current symbol	MGI:1261885	D16Ertd519e	DNA segment, Chr 16, ERATO Doi 519, expressed	lncRNA gene
D17Ertd648e	current symbol	MGI:1277213	D17Ertd648e	DNA segment, Chr 17, ERATO Doi 648, expressed	lncRNA gene
D230030E09Rik	current symbol	MGI:4438394	D230030E09Rik	Riken cDNA D230030E09 gene	lncRNA gene
D330022K07Rik	old symbol	MGI:2443013	Sorbs2os	sorbin and SH3 domain containing 2, opposite strand	antisense lncRNA gene
D330023K18Rik	current symbol	MGI:2445152	D330023K18Rik	RIKEN cDNA D330023K18 gene	lncRNA gene
D330050G23Rik	current symbol	MGI:2445155	D330050G23Rik	RIKEN cDNA D330050G23 gene	lncRNA gene
D430036J16Rik	current symbol	MGI:2441977	D430036J16Rik	RIKEN cDNA D430036J16 gene	lncRNA gene
D530049I02Rik	current symbol	MGI:1925968	D530049I02Rik	RIKEN cDNA D530049I02 gene	lncRNA gene
D630010B17Rik	current symbol	MGI:2685657	D630010B17Rik	RIKEN cDNA D630010B17 gene	lncRNA gene
D630013N20Rik	current symbol	MGI:2442462	D630013N20Rik	RIKEN cDNA D630013N20 gene	lncRNA gene
D630024D03Rik	current symbol	MGI:3041224	D630024D03Rik	RIKEN cDNA D630024D03 gene	lncRNA gene
D630024D03Rik:copy2		No associated gene			
D630029K05Rik	current symbol	MGI:2143561	D630029K05Rik	RIKEN cDNA D630029K05 gene	lncRNA gene
D6Ertd474e	current symbol	MGI:1196315	D6Ertd474e	DNA segment, Chr 6, ERATO Doi 474, expressed	lncRNA gene
D730001G18Rik	old symbol	MGI:1925975	Ly6g6g	lymphocyte antigen 6 complex, locus G6G	protein coding gene
D730005E14Rik	current symbol	MGI:1926118	D730005E14Rik	RIKEN cDNA D730005E14 gene	lncRNA gene
D730045A05Rik	current symbol	MGI:1925105	D730045A05Rik	RIKEN cDNA D730045A05 gene	lncRNA gene
D730050B12Rik	current symbol	MGI:1925696	D730050B12Rik	RIKEN cDNA D730050B12 gene	lncRNA gene
D830005E20Rik	current symbol	MGI:3045284	D830005E20Rik	RIKEN cDNA D830005E20 gene	lncRNA gene
D830013O20Rik	current symbol	MGI:2685737	D830013O20Rik	RIKEN cDNA D830013O20 gene	lncRNA gene
D830015G02Rik	old symbol	MGI:3642848	Mhrt	myosin heavy chain associated RNA transcript	lncRNA gene
D830026I12Rik	current symbol	MGI:2442531	D830026I12Rik	RIKEN cDNA D830026I12 gene	lncRNA gene
D830032E09Rik	current symbol	MGI:2442347	D830032E09Rik	RIKEN cDNA D830032E09 gene	lncRNA gene
D830046C22Rik	current symbol	MGI:2443565	D830046C22Rik	RIKEN cDNA D830046C22 gene	lncRNA gene
D930007P13Rik	current symbol	MGI:3715731	D930007P13Rik	Riken cDNA D930007P13 gene	lncRNA gene
D930015M05Rik	current symbol	MGI:3612068	D930015M05Rik	RIKEN cDNA D930015M05 gene	lncRNA gene
D930016D06Rik	old symbol	MGI:3040669	Thoc2l	THO complex subunit 2-like	protein coding gene
D930032P07Rik	current symbol	MGI:2443529	D930032P07Rik	RIKEN cDNA D930032P07 gene	lncRNA gene
D930048N14Rik	current symbol	MGI:2144709	D930048N14Rik	RIKEN cDNA D930048N14 gene	protein coding gene
Dancr	current symbol	MGI:1917286	Dancr	differentiation antagonizing non-protein coding RNA	lncRNA gene
Dcaf11	current symbol	MGI:90168	Dcaf11	DDB1 and CUL4 associated factor 11	protein coding gene
Defb44-ps	current symbol	MGI:3646526	Defb44-ps	defensin beta 44, pseudogene	pseudogene
Dennd2d	current symbol	MGI:2181193	Dennd2d	DENN domain containing 2D	protein coding gene
Dgkh	current symbol	MGI:2444188	Dgkh	diacylglycerol kinase, eta	protein coding gene
Dio3os	current symbol	MGI:2664395	Dio3os	deiodinase, iodothyronine type III, opposite strand	bidirectional promoter lncRNA gene
Dleu2	current symbol	MGI:1934030	Dleu2	deleted in lymphocytic leukemia, 2	lncRNA gene
Dlk1	current symbol	MGI:94900	Dlk1	delta like non-canonical Notch ligand 1	protein coding gene
Dlx1as	current symbol	MGI:1195983	Dlx1as	distal-less homeobox 1, antisense	antisense lncRNA gene
Dlx6as1	old symbol	MGI:2443217	Dlx6os1	distal-less homeobox 6, opposite strand 1	antisense lncRNA gene
Dlx6as2	old symbol	MGI:1195963	Dlx6os2	distal-less homeobox 6, opposite strand 2	antisense lncRNA gene
Dmr	old symbol	MGI:4887388	Dmrt1i	Dmrt1 interacting ncRNA	lncRNA gene
Dmr	human synonym	MGI:1916891	Wdr20	WD repeat domain 20	protein coding gene
Dmr	human synonym	MGI:1918198	Wdr20rt	WD repeat domain 20, retrogene	protein coding gene
Dnajc24	current symbol	MGI:1919522	Dnajc24	DnaJ heat shock protein family (Hsp40) member C24	protein coding gene
Dnajc5	current symbol	MGI:892995	Dnajc5	DnaJ heat shock protein family (Hsp40) member C5	protein coding gene
Dnm1l	current symbol	MGI:1921256	Dnm1l	dynamin 1-like	protein coding gene
Dnm3os	current symbol	MGI:3052332	Dnm3os	dynamin 3, opposite strand	antisense lncRNA gene
E030003E18Rik	current symbol	MGI:2443348	E030003E18Rik	RIKEN cDNA E030003E18 gene	lncRNA gene
E030011O05Rik	current symbol	MGI:2442867	E030011O05Rik	RIKEN cDNA E030011O05 gene	lncRNA gene
E030013I19Rik	current symbol	MGI:2443735	E030013I19Rik	RIKEN cDNA E030013I19 gene	lncRNA gene
E030019B13Rik	old symbol	MGI:2144804	Sfta3-ps	surfactant associated 3, pseudogene	lncRNA gene
E030025P04Rik	current symbol	MGI:2685510	E030025P04Rik	RIKEN cDNA E030025P04 gene	protein coding gene
E030044B06Rik	current symbol	MGI:2686464	E030044B06Rik	RIKEN cDNA E030044B06 gene	lncRNA gene
E130006D01Rik	current symbol	MGI:2685527	E130006D01Rik	RIKEN cDNA E130006D01 gene	lncRNA gene
E130008D07Rik	current symbol	MGI:3584523	E130008D07Rik	RIKEN cDNA E130008D07 gene	lncRNA gene
E130102H24Rik	current symbol	MGI:1925116	E130102H24Rik	RIKEN cDNA E130102H24 gene	lncRNA gene
E130112N10Rik	current symbol	MGI:1925933	E130112N10Rik	RIKEN cDNA E130112N10 gene	lncRNA gene
E130114P18Rik	current symbol	MGI:2442873	E130114P18Rik	RIKEN cDNA E130114P18 gene	protein coding gene
E130201H02Rik	current symbol	MGI:1925802	E130201H02Rik	RIKEN cDNA E130201H02 gene	pseudogene
E130218I03Rik	current symbol	MGI:3528958	E130218I03Rik	RIKEN cDNA E130218I03 gene	protein coding gene
E130304I02Rik	current symbol	MGI:1925797	E130304I02Rik	RIKEN cDNA E130304I02 gene	lncRNA gene
E130307A14Rik	current symbol	MGI:3036287	E130307A14Rik	RIKEN cDNA E130307A14 gene	lncRNA gene
E130310I04Rik	current symbol	MGI:3046461	E130310I04Rik	RIKEN cDNA E130310I04 gene	lncRNA gene
E130310I04Rik:copy2		No associated gene			
E130317F20Rik	current symbol	MGI:3041202	E130317F20Rik	RIKEN cDNA E130317F20 gene	lncRNA gene
E230016K23Rik	current symbol	MGI:3041204	E230016K23Rik	RIKEN cDNA E230016K23 gene	lncRNA gene
E230016M11Rik	current symbol	MGI:2443524	E230016M11Rik	RIKEN cDNA E230016M11 gene	lncRNA gene
E230029C05Rik	current symbol	MGI:2442580	E230029C05Rik	RIKEN cDNA E230029C05 gene	lncRNA gene
E330012B07Rik	current symbol	MGI:3028086	E330012B07Rik	RIKEN cDNA E330012B07 gene	lncRNA gene
E330013P04Rik	current symbol	MGI:2147732	E330013P04Rik	RIKEN cDNA E330013P04 gene	lncRNA gene
E330020D12Rik	current symbol	MGI:3761270	E330020D12Rik	Riken cDNA E330020D12 gene	lncRNA gene
E330023G01Rik	current symbol	MGI:5439421	E330023G01Rik	RIKEN cDNA E330023G01 gene	lncRNA gene
E330033B04Rik	current symbol	MGI:2442603	E330033B04Rik	RIKEN cDNA E330033B04 gene	lncRNA gene
E430016F16Rik	current symbol	MGI:3041232	E430016F16Rik	RIKEN cDNA E430016F16 gene	lncRNA gene
E530011L22Rik	current symbol	MGI:2443770	E530011L22Rik	RIKEN cDNA E530011L22 gene	lncRNA gene
Efcab8	current symbol	MGI:3644206	Efcab8	EF-hand calcium binding domain 8	protein coding gene
Elmo1:copy2		No associated gene			
Emx2os	current symbol	MGI:3052329	Emx2os	Emx2 opposite strand/antisense transcript (non-protein coding)	antisense lncRNA gene
Etd	current symbol	MGI:1916751	Etd	embryonic testis differentiation	protein coding gene
Etfb	current symbol	MGI:106098	Etfb	electron transferring flavoprotein, beta polypeptide	protein coding gene
Etohd2	current symbol	MGI:1261417	Etohd2	ethanol decreased 2	lncRNA gene
F420014N23Rik	current symbol	MGI:3642477	F420014N23Rik	RIKEN cDNA F420014N23 gene	lncRNA gene
F630028O10Rik	current symbol	MGI:3641813	F630028O10Rik	RIKEN cDNA F630028O10 gene	lncRNA gene
F630042J09Rik	current symbol	MGI:3642133	F630042J09Rik	RIKEN cDNA F630042J09 gene	lncRNA gene
F630111L10Rik	current symbol	MGI:2444074	F630111L10Rik	RIKEN cDNA F630111L10 gene	lncRNA gene
F630206G17Rik	current symbol	MGI:3665471	F630206G17Rik	RIKEN cDNA F630206G17 gene	lncRNA gene
F730035M05Rik	current symbol	MGI:3041236	F730035M05Rik	RIKEN cDNA F730035M05 gene	lncRNA gene
F730043M19Rik	current symbol	MGI:2443237	F730043M19Rik	RIKEN cDNA F730043M19 gene	lncRNA gene
F830002L21Rik	old symbol	MGI:3822538	F930017D23Rik	RIKEN cDNA F930017D23 gene	lncRNA gene
F930015N05Rik	current symbol	MGI:3606161	F930015N05Rik	RIKEN cDNA F930015N05 gene	lncRNA gene
Fam120aos	current symbol	MGI:1915378	Fam120aos	family with sequence similarity 120A, opposite strand	lncRNA gene
Fam120b	current symbol	MGI:1914794	Fam120b	family with sequence similarity 120, member B	protein coding gene
Fam172a	current symbol	MGI:1915925	Fam172a	family with sequence similarity 172, member A	protein coding gene
Fam187b	current symbol	MGI:1923665	Fam187b	family with sequence similarity 187, member B	protein coding gene
Fam19a2	old symbol	MGI:2143691	Tafa2	TAFA chemokine like family member 2	protein coding gene
Fam19a5:copy3		No associated gene			
Fance	current symbol	MGI:1920025	Fance	Fanconi anemia, complementation group E	protein coding gene
Fancl	current symbol	MGI:1914280	Fancl	Fanconi anemia, complementation group L	protein coding gene
Fcho1	current symbol	MGI:1921265	Fcho1	FCH domain only 1	protein coding gene
Fendrr	current symbol	MGI:1916040	Fendrr	Foxf1 adjacent non-coding developmental regulatory RNA	lncRNA gene
Fgf18	current symbol	MGI:1277980	Fgf18	fibroblast growth factor 18	protein coding gene
Fgf18	synonym	MGI:5883733	Fgf23lq4	FGF23 serum level QTL 4	QTL
Flt3l	current symbol	MGI:95560	Flt3l	FMS-like tyrosine kinase 3 ligand	protein coding gene
Foxl2os	current symbol	MGI:3614944	Foxl2os	forkhead box L2, opposite strand	lncRNA gene
Fth1	current symbol	MGI:95588	Fth1	ferritin heavy polypeptide 1	protein coding gene
Ftx	current symbol	MGI:1926128	Ftx	Ftx transcript, Xist regulator (non-protein coding)	lncRNA gene
Ftx:copy2		No associated gene			
Fut4-ps1	current symbol	MGI:104647	Fut4-ps1	fucosyltransferase 4, pseudogene 1	pseudogene
Fxyd2	current symbol	MGI:1195260	Fxyd2	FXYD domain-containing ion transport regulator 2	protein coding gene
G630025P09Rik	current symbol	MGI:3696719	G630025P09Rik	RIKEN cDNA G630025P09 gene	lncRNA gene
G630055G22Rik	current symbol	MGI:3041240	G630055G22Rik	RIKEN cDNA G630055G22 gene	lncRNA gene
G630071F17Rik	current symbol	MGI:5439412	G630071F17Rik	RIKEN cDNA G630071F17 gene	lncRNA gene
G630093K05Rik	current symbol	MGI:3588274	G630093K05Rik	RIKEN cDNA G630093K05 gene	lncRNA gene
G730013B05Rik	current symbol	MGI:3588276	G730013B05Rik	RIKEN cDNA G730013B05 gene	lncRNA gene
Gabpb1:copy2		No associated gene			
Gas5	current symbol	MGI:95659	Gas5	growth arrest specific 5	lncRNA gene
Gdap10	current symbol	MGI:1338008	Gdap10	ganglioside-induced differentiation-associated-protein 10	lncRNA gene
Gm10033	current symbol	MGI:3642803	Gm10033	predicted gene 10033	protein coding gene
Gm10046	current symbol	MGI:3797981	Gm10046	predicted gene 10046	pseudogene
Gm10069	current symbol	MGI:3641875	Gm10069	predicted gene 10069	lncRNA gene
Gm10125	current symbol	MGI:3642044	Gm10125	predicted gene 10125	lncRNA gene
Gm10190	current symbol	MGI:3642237	Gm10190	predicted gene 10190	lncRNA gene
Gm10248	current symbol	MGI:3641931	Gm10248	predicted gene 10248	lncRNA gene
Gm10280	current symbol	MGI:3642651	Gm10280	predicted gene 10280	lncRNA gene
Gm10319	current symbol	MGI:3643520	Gm10319	predicted pseudogene 10319	pseudogene
Gm10336	current symbol	MGI:3642355	Gm10336	predicted gene 10336	lncRNA gene
Gm10364	current symbol	MGI:3643153	Gm10364	predicted pseudogene 10364	pseudogene
Gm10373	current symbol	MGI:3642805	Gm10373	predicted gene 10373	lncRNA gene
Gm10389	current symbol	MGI:3641773	Gm10389	predicted gene 10389	lncRNA gene
Gm10390	current symbol	MGI:3708725	Gm10390	predicted gene 10390	lncRNA gene
Gm10415	current symbol	MGI:3641661	Gm10415	predicted gene 10415	lncRNA gene
Gm10432	current symbol	MGI:3642011	Gm10432	predicted gene 10432	lncRNA gene
Gm10440	current symbol	MGI:3641803	Gm10440	predicted gene 10440	lncRNA gene
Gm10445	current symbol	MGI:3642570	Gm10445	predicted gene 10445	lncRNA gene
Gm10451	current symbol	MGI:3641898	Gm10451	predicted gene 10451	lncRNA gene
Gm10466	current symbol	MGI:3641991	Gm10466	predicted gene 10466	lncRNA gene
Gm10474	old symbol	MGI:3642368	Fmr1os	FMRP translational regulator 1, opposite strand	lncRNA gene
Gm10485	old symbol	MGI:3641689	Dnmt3aos	DNA methyltransferase 3A, opposite strand	antisense lncRNA gene
Gm10494	current symbol	MGI:3642373	Gm10494	predicted gene 10494	lncRNA gene
Gm10510	current symbol	MGI:3642174	Gm10510	predicted gene 10510	lncRNA gene
Gm10516	current symbol	MGI:3641979	Gm10516	predicted gene 10516	lncRNA gene
Gm10532	current symbol	MGI:3641671	Gm10532	predicted gene 10532	lncRNA gene
Gm10548	current symbol	MGI:3641893	Gm10548	predicted gene 10548	pseudogene
Gm10549	current symbol	MGI:3641986	Gm10549	predicted gene 10549	lncRNA gene
Gm10556	current symbol	MGI:3642809	Gm10556	predicted gene 10556	lncRNA gene
Gm10578	current symbol	MGI:3642555	Gm10578	predicted gene 10578	lncRNA gene
Gm10584	current symbol	MGI:3641800	Gm10584	predicted gene 10584	lncRNA gene
Gm10619	current symbol	MGI:3708756	Gm10619	predicted gene 10619	lncRNA gene
Gm10635	current symbol	MGI:3641740	Gm10635	predicted gene 10635	lncRNA gene
Gm10636	current symbol	MGI:3641739	Gm10636	predicted gene 10636	lncRNA gene
Gm10637	current symbol	MGI:3641741	Gm10637	predicted gene 10637	lncRNA gene
Gm10638	current symbol	MGI:3704316	Gm10638	predicted gene 10638	lncRNA gene
Gm10640	current symbol	MGI:3648835	Gm10640	predicted gene 10640	lncRNA gene
Gm10649	current symbol	MGI:3642042	Gm10649	predicted gene 10649	lncRNA gene
Gm10653	current symbol	MGI:3642572	Gm10653	predicted gene 10653	pseudogene
Gm10658	current symbol	MGI:3642856	Gm10658	predicted gene 10658	lncRNA gene
Gm10664	old symbol	MGI:3642370	Apela	apelin receptor early endogenous ligand	protein coding gene
Gm10677	current symbol	MGI:3641629	Gm10677	predicted gene 10677	lncRNA gene
Gm10684	current symbol	MGI:3641851	Gm10684	predicted gene 10684	lncRNA gene
Gm10714	current symbol	MGI:3641975	Gm10714	predicted gene 10714	lncRNA gene
Gm10745	current symbol	MGI:3642274	Gm10745	predicted gene 10745	lncRNA gene
Gm10754	current symbol	MGI:3642925	Gm10754	predicted gene 10754	lncRNA gene
Gm10782	current symbol	MGI:3642506	Gm10782	predicted gene 10782	lncRNA gene
Gm10785	current symbol	MGI:3642149	Gm10785	predicted gene 10785	lncRNA gene
Gm10787	current symbol	MGI:3642150	Gm10787	predicted gene 10787	lncRNA gene
Gm10789	current symbol	MGI:3641846	Gm10789	predicted gene 10789	lncRNA gene
Gm10790	current symbol	MGI:3641845	Gm10790	predicted gene 10790	lncRNA gene
Gm10791	current symbol	MGI:3641949	Gm10791	predicted gene 10791	lncRNA gene
Gm10804	current symbol	MGI:3641755	Gm10804	predicted gene 10804	lncRNA gene
Gm10814	current symbol	MGI:3642580	Gm10814	predicted gene 10814	lncRNA gene
Gm1082	old symbol	MGI:2685928	Arhgap33os	Rho GTPase activating protein 33, opposite strand	antisense lncRNA gene
Gm10823	current symbol	MGI:3642050	Gm10823	predicted gene 10823	lncRNA gene
Gm10845	current symbol	MGI:3641716	Gm10845	predicted gene 10845	lncRNA gene
Gm10857	current symbol	MGI:3641733	Gm10857	predicted gene 10857	lncRNA gene
Gm10863	current symbol	MGI:3641623	Gm10863	predicted gene 10863	lncRNA gene
Gm10865	current symbol	MGI:3641626	Gm10865	predicted gene 10865	lncRNA gene
Gm10872	old symbol	MGI:3642813	Mirt2	myocardial infraction associated transcript 2	lncRNA gene
Gm11110	current symbol	MGI:3779362	Gm11110	predicted gene 11110	lncRNA gene
Gm11149	current symbol	MGI:3642683	Gm11149	predicted gene 11149	lncRNA gene
Gm11186	current symbol	MGI:3649729	Gm11186	predicted gene 11186	lncRNA gene
Gm11190	current symbol	MGI:3651694	Gm11190	predicted gene 11190	lncRNA gene
Gm11194	old symbol	MGI:3649278	Slc13a2os	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2, opposite strand	antisense lncRNA gene
Gm11201	current symbol	MGI:3649951	Gm11201	predicted gene 11201	lncRNA gene
Gm11202	old symbol	MGI:3650027	Rab11fip4os1	RAB11 family interacting protein 4 (class II), opposite strand 1	antisense lncRNA gene
Gm11213	old symbol	MGI:3701774	Tex53	testis expressed 53	protein coding gene
Gm11351	current symbol	MGI:3649797	Gm11351	predicted gene 11351	lncRNA gene
Gm1141	current symbol	MGI:2685987	Gm1141	predicted gene 1141	protein coding gene
Gm11413	current symbol	MGI:3650701	Gm11413	predicted gene 11413	lncRNA gene
Gm11468	current symbol	MGI:3649218	Gm11468	predicted gene 11468	lncRNA gene
Gm11529	current symbol	MGI:3649352	Gm11529	predicted gene 11529	lncRNA gene
Gm11548	current symbol	MGI:3650340	Gm11548	predicted gene 11548	lncRNA gene
Gm11549	old symbol	MGI:3650339	Smim43	small integral membrane protein 43	protein coding gene
Gm11602	old symbol	MGI:3651861	Ino80dos	INO80 complex subunit D, opposite strand	lncRNA gene
Gm11627	current symbol	MGI:3650659	Gm11627	predicted gene 11627	protein coding gene
Gm11648	old symbol	MGI:3650159	Arhgap27os3	Rho GTPase activating protein 27, opposite strand 3	antisense lncRNA gene
Gm11696	current symbol	MGI:3701776	Gm11696	predicted gene 11696	lncRNA gene
Gm11747	current symbol	MGI:3702093	Gm11747	predicted gene 11747	lncRNA gene
Gm11762	current symbol	MGI:3651277	Gm11762	predicted gene 11762	lncRNA gene
Gm11944	current symbol	MGI:3702312	Gm11944	predicted gene 11944	lncRNA gene
Gm11961	current symbol	MGI:3652303	Gm11961	predicted gene 11961	lncRNA gene
Gm11974	old symbol	MGI:3650059	Snhg15	small nucleolar RNA host gene 15	lncRNA gene
Gm11978	current symbol	MGI:3650695	Gm11978	predicted gene 11978	pseudogene
Gm11985	old symbol	MGI:3650614	Ccdc201	coiled coil domain 201	protein coding gene
Gm12060	old symbol	MGI:3649370	Selenok-ps1	selenoprotein K, pseudogene 1	pseudogene
Gm12130	current symbol	MGI:3651512	Gm12130	predicted gene 12130	lncRNA gene
Gm12191	current symbol	MGI:3651293	Gm12191	predicted gene 12191	pseudogene
Gm12216	current symbol	MGI:3650088	Gm12216	predicted gene 12216	protein coding gene
Gm12298	current symbol	MGI:3649680	Gm12298	predicted gene 12298	lncRNA gene
Gm12359	current symbol	MGI:3702436	Gm12359	predicted gene 12359	lncRNA gene
Gm12360	old symbol	MGI:3649365	Pcsk2os2	proprotein convertase subtilisin/kexin type 2, opposite strand 2	antisense lncRNA gene
Gm12505	current symbol	MGI:3651173	Gm12505	predicted gene 12505	lncRNA gene
Gm12603	old symbol	MGI:3649757	Wincr1	WNT induced non-coding RNA 1	lncRNA gene
Gm12709	current symbol	MGI:3651946	Gm12709	predicted gene 12709	lncRNA gene
Gm12718	current symbol	MGI:3651516	Gm12718	predicted gene 12718	lncRNA gene
Gm12830	current symbol	MGI:3649998	Gm12830	predicted gene 12830	lncRNA gene
Gm12992	current symbol	MGI:3702644	Gm12992	predicted gene 12992	lncRNA gene
Gm12992:copy2		No associated gene			
Gm13003	current symbol	MGI:3650099	Gm13003	predicted gene 13003	lncRNA gene
Gm13031	current symbol	MGI:3702680	Gm13031	predicted gene 13031	lncRNA gene
Gm13032	current symbol	MGI:3702685	Gm13032	predicted gene 13032	lncRNA gene
Gm13315	current symbol	MGI:3651096	Gm13315	predicted gene 13315	pseudogene
Gm13375	current symbol	MGI:3649913	Gm13375	predicted gene 13375	lncRNA gene
Gm13399	old symbol	MGI:3652314	Dbhos	dopamine beta hydroxylase, opposite strand	antisense lncRNA gene
Gm13446	current symbol	MGI:3649869	Gm13446	predicted gene 13446	lncRNA gene
Gm13483	current symbol	MGI:3651423	Gm13483	predicted gene 13483	lncRNA gene
Gm13490	current symbol	MGI:3650821	Gm13490	predicted gene 13490	lncRNA gene
Gm13497	current symbol	MGI:3650384	Gm13497	predicted gene 13497	lncRNA gene
Gm13544	current symbol	MGI:3649668	Gm13544	predicted gene 13544	lncRNA gene
Gm13546	current symbol	MGI:3649666	Gm13546	predicted gene 13546	lncRNA gene
Gm13582	current symbol	MGI:3642495	Gm13582	predicted gene 13582	lncRNA gene
Gm13629	current symbol	MGI:3650683	Gm13629	predicted gene 13629	lncRNA gene
Gm13704	old symbol	MGI:3705094	Chn1os3	chimerin 1, opposite strand 3	antisense lncRNA gene
Gm13710	current symbol	MGI:3650894	Gm13710	predicted gene 13710	lncRNA gene
Gm13752	current symbol	MGI:3650596	Gm13752	predicted gene 13752	lncRNA gene
Gm13807	current symbol	MGI:3650023	Gm13807	predicted gene 13807	lncRNA gene
Gm13845	old symbol	MGI:3651306	Mkln1os	muskelin 1, intracellular mediator containing kelch motifs, opposite strand	lncRNA gene
Gm13939	old symbol	MGI:3652122	Platr8	pluripotency associated transcript 8	lncRNA gene
Gm13944	current symbol	MGI:3650359	Gm13944	predicted gene 13944	lncRNA gene
Gm14005	old symbol	MGI:3652191	Morrbid	myeloid RNA regulator of BCL2L11 induced cell death	lncRNA gene
Gm14005:copy2		No associated gene			
Gm14005:copy3		No associated gene			
Gm14015	current symbol	MGI:3649269	Gm14015	predicted gene 14015	lncRNA gene
Gm14023	current symbol	MGI:3650639	Gm14023	predicted gene 14023	lncRNA gene
Gm14047	old symbol	MGI:3650458	Il1bos	interleukin 1 beta, opposite strand	antisense lncRNA gene
Gm14057	current symbol	MGI:3705433	Gm14057	predicted gene 14057	pseudogene
Gm14164	current symbol	MGI:3650730	Gm14164	predicted gene 14164	lncRNA gene
Gm14169	current symbol	MGI:3651156	Gm14169	predicted gene 14169	lncRNA gene
Gm14204	current symbol	MGI:3651576	Gm14204	predicted gene 14204	lncRNA gene
Gm14207	current symbol	MGI:3649550	Gm14207	predicted gene 14207	lncRNA gene
Gm14318	old symbol	MGI:3650386	Gata5os	GATA binding protein 5, opposite strand	antisense lncRNA gene
Gm14327	current symbol	MGI:3652188	Gm14327	predicted gene 14327	protein coding gene
Gm14403	current symbol	MGI:3649813	Gm14403	predicted gene 14403	protein coding gene
Gm14405	current symbol	MGI:3649815	Gm14405	predicted gene 14405	pseudogene
Gm14405:copy2		No associated gene			
Gm14492	old symbol	MGI:3642289	Prr33	proline rich 33	protein coding gene
Gm14634	current symbol	MGI:3705147	Gm14634	predicted gene 14634	lncRNA gene
Gm14635	current symbol	MGI:3705138	Gm14635	predicted gene 14635	lncRNA gene
Gm14718	current symbol	MGI:3705113	Gm14718	predicted gene 14718	lncRNA gene
Gm14812	current symbol	MGI:3642165	Gm14812	predicted gene 14812	lncRNA gene
Gm14872	old symbol	MGI:3705171	Tomm6os	translocase of outer mitochondrial membrane 6, opposite strand	antisense lncRNA gene
Gm15217	current symbol	MGI:3705233	Gm15217	predicted gene 15217	protein coding gene
Gm15348	current symbol	MGI:3642533	Gm15348	predicted gene 15348	lncRNA gene
Gm15401	current symbol	MGI:3642201	Gm15401	predicted gene 15401	lncRNA gene
Gm15413	current symbol	MGI:3642665	Gm15413	predicted gene 15413	lncRNA gene
Gm15417	current symbol	MGI:3642531	Gm15417	predicted gene 15417	lncRNA gene
Gm15441	current symbol	MGI:3641753	Gm15441	predicted gene 15441	lncRNA gene
Gm15545	current symbol	MGI:3782994	Gm15545	predicted gene 15545	lncRNA gene
Gm15612	current symbol	MGI:3641714	Gm15612	predicted gene 15612	lncRNA gene
Gm15663	current symbol	MGI:3783105	Gm15663	predicted gene 15663	lncRNA gene
Gm15708	current symbol	MGI:3783149	Gm15708	predicted gene 15708	lncRNA gene
Gm15713	current symbol	MGI:3783155	Gm15713	predicted gene 15713	lncRNA gene
Gm15787	current symbol	MGI:3783229	Gm15787	predicted gene 15787	lncRNA gene
Gm15880	current symbol	MGI:3802014	Gm15880	predicted gene 15880	lncRNA gene
Gm15915	current symbol	MGI:3801763	Gm15915	predicted gene 15915	lncRNA gene
Gm15941	current symbol	MGI:3802081	Gm15941	predicted gene 15941	lncRNA gene
Gm15987	current symbol	MGI:3801849	Gm15987	predicted gene 15987	lncRNA gene
Gm15997	current symbol	MGI:3805557	Gm15997	predicted gene 15997	lncRNA gene
Gm16023	current symbol	MGI:3802146	Gm16023	predicted gene 16023	lncRNA gene
Gm16039	old symbol	MGI:3840148	Umad1	UMAP1-MVP12 associated (UMA) domain containing 1	protein coding gene
Gm16062	current symbol	MGI:3802162	Gm16062	predicted gene 16062	lncRNA gene
Gm16063	current symbol	MGI:3801955	Gm16063	predicted gene 16063	lncRNA gene
Gm16065	old symbol	MGI:3801954	Tbx3os2	T-box 3, opposite strand 2	lncRNA gene
Gm16157	current symbol	MGI:3801721	Gm16157	predicted gene 16157	lncRNA gene
Gm16197	old symbol	MGI:3801771	Trp53cor1	tumor protein p53 pathway corepressor 1	lncRNA gene
